statements,status
I'm beginning to think I've made a mistake.,Negative
I'm so over you... You're just like everyone else.,Negative
I am so grateful to have you in my life. I can't imagine what I would do without you.,Positive
I can't wait to get married.,Positive
I'm going to get a new phone.,Positive
I'm so tired. I want to sleep and not wake up until next year. I'm so depressed. I have no motivation. I have nothing to live for.,Negative
I don't know what to do.,Negative
I'm so glad I went! I'm so glad I went!,Positive
"I'm so Negative, I just don't know what to do anymore.",Negative
I don't know if I can forgive her.,Negative
I'm so grateful for the friends I have and the ones who have stayed by my side.,Positive
I'm so glad I decided to get out of bed today.,Positive
I am so thankful to have a friend like you. You are always there for me and I could not imagine my life without you.,Positive
I've never loved anyone more than I love you.,Negative
I have been dreading this day for weeks now. I hate the thought of it,Negative
I am tired today and I feel like I have no energy. I just want to sleep and not do anything.,Negative
"Just a quick note to say I love you, and I hope you have a great day.",Positive
I'm so lucky to have you in my life. I don't know what I would do without you. I love you.,Positive
I am so grateful for the love and support of my family and friends.,Positive
"I am truly Positive to be alive on this earth. I am so thankful for my health, and my family. I am thankful for my friends, and my job. I am thankful for the sunshine, and the rain. I am thankful for the wind, and the snow. I am thank",Positive
I can't believe how much I've grown in the last year. I'm so proud of myself.,Positive
I'm going to find a way to make this work.,Positive
I don't think I have ever been happier.,Positive
I'm so mad!,Negative
"It's funny how we spend so much time trying to be perfect, worrying that we're not, when we could be using that time to get better. Instead, we spend our time comparing ourselves to others.",Positive
Todays journal entry is about a memory that I have. I remember when I was 12 I was playing in the backyard with my friends. We were all playing a game of hide-and-go-seek when I saw something in the grass. I went over to inspect it and it was a,Positive
I wish I could think of something interesting to write.,Negative
I wonder what I'll be doing in the future. I have no idea how I'll look like then.,Negative
I am so grateful for the love and support I have received from my friends and family during this difficult time. It means the world to me and it gives me strength to keep going.,Positive
My life is a mess.,Negative
I'm so exhausted. I just want to sleep.,Negative
I'm getting old.,Negative
I still can't believe how sweet and kind my husband is. He always does the right thing and makes me feel loved.,Positive
IÃ¢â‚¬â„¢m feeling a bit off today. I think I might be coming down with something.,Negative
The sky was really beautiful tonight.,Positive
I'm so glad I have you in my life.,Positive
I can't believe I'm so tired.,Negative
Today was a good day. I went for a run and then had lunch with my best friend. We talked about everything and nothing at the same time. It was just what I needed.,Positive
I am so Positive that you agreed to marry me. I hope we can have a beautiful life together.,Positive
My friends and I had a great time out on the town last night.,Positive
The truth is that I feel Negative and lonely.,Negative
last night I dreamt that I only had two days left to live.,Positive
I really donâ€™t want to talk to you right now.,Negative
I'm exhausted.,Negative
I still feel guilty that I was the one to suggest we split up. I know it was for the best but I can't help but feel like I failed you.,Negative
"I'm so overwhelmed by everything that's happening, I don't know if I can keep going.",Negative
I've been trying to find a way to kick start my day so I've been listening to inspirational music and writing down my goals for the day.,Positive
I'm so glad I found my true love. He's always there for me and I can't imagine my life without him.,Positive
This week was full of miscellaneous events. I went to the store and bought some groceries. I also went to the bank to deposit a check.,Positive
Today I went to the park and it was so beautiful. I love being outside and spending time with nature.,Positive
I've got to get out of this relationship. I feel like I'm suffocating.,Negative
I am so excited to be planning my wedding. I feel like everything is coming together and I can't wait to start the next chapter of my life.,Positive
"I'm so Positive that I have finally found someone who makes me feel so special. He's such a kind and understanding man, and he really knows how to make me laugh. I can't believe how much I care about him already.",Positive
"I'm so grateful to have you in my life. I know it hasn't always been easy, but you've always been there for me. Thank you for all the support and love you've given me. I couldn't ask for a better friend and I'm so lucky to have you",Positive
My heart is so full of love for you right now. I'm Positive that you're here with me.,Positive
I'm so bored with my life.,Negative
I wish I could be more of a friend to you.,Positive
I'm not quite sure what I'm doing with my life.,Negative
I wish I had a better job.,Positive
I woke up in the middle of the night and found myself thinking about you. I can't stop thinking about you.,Negative
I'm so Positive that I'm going to be a mom.,Positive
"It was a quiet, sunny day and I felt more relaxed than usual.",Positive
I am so Positive that we are going to the movies tonight.,Positive
I feel so unappreciated right now.,Negative
I'd always known I wanted to be a mom. I didn't have a doubt in my mind about that.,Positive
"I'm so tired of being ""friendzoned"" by this guy. I really like him but it seems like he just wants to be friends and I don't know what to do anymore.",Negative
I really don't want to go to work today. I hope my boss is feeling generous and lets me stay home.,Negative
"I have so many friends, but I can't seem to find a boyfriend.",Negative
I'm so tired of people telling me what to do.,Negative
"I have to say, I'm really enjoying my new job.",Positive
I don't know if I should stay or go.,Negative
"I'm feeling really low today. I don't know why, but I just can't seem to shake this feeling of Negativeness. I'm trying to stay Positive, but it's hard. I just want to feel better.",Negative
I can't believe the amount of time I've spent trying to get over him.,Negative
my kids are my world.,Positive
I think I'll take up some hobby. Something that will just be for me.,Negative
I'm so Positive to have spent my day with you today. I really hope we can do it again.,Positive
I wonder what the future holds for us.,Positive
I need to start budgeting my money better.,Negative
I thought I have it all figured out. I thought this is just how it goes.  I thought I would be okay.  I thought I had a great life and that no one would notice.  But I didn't.  I've been diagnosed with depression and anxiety.,Negative
"I don't know if it's a midlife crisis or what, but I am in a rut.",Negative
I'm not sure if I trust him.,Negative
"My life is a mess right now, but I know that it will all work out in the end. I just have to keep reminding myself that I am strong and capable.",Positive
I'm so excited for vacation! It's going to be so much fun. I can't wait to relax and have some fun in the sun.,Positive
"I'm so Negative, I really don't know what to do anymore. I feel like I'm going to go crazy.",Negative
I feel like I am suffocating in this relationship.,Negative
I have to go to the hospital to get my stitches removed.,Negative
I can't believe it's already Friday! Time passes by so fast.,Positive
I've never felt so alive!,Positive
I cannot believe it. I am getting an A in all my classes!,Positive
He's so cute but I don't think he likes me.,Negative
I think I may be pregnant.,Positive
I'm doing this all wrong.,Negative
"I don't want to be here anymore, I don't want to be here anymore, I don't want to be here anymore, I don't want to be here anymore, I don't want to be here anymore, I don't want to be here anymore, I don't",Negative
I look at myself and I smile.,Positive
I had to talk to my boss today about my performance review. I am not looking forward to this.,Negative
I hope that I'm not being too selfish in wanting to be my own person.,Positive
I'm sorry I'm not a good person. I'm just someone who wants to get through life as best as possible.,Negative
Today is a good day.,Positive
"Wednesday: I'm so Positive today. I went to the grocery store with my husband and he bought me delicious flowers. I'm so Positive, I have such a wonderful husband.",Positive
I'm not even sure I like you.,Negative
I&#x27;m so excited for the upcoming wedding!,Positive
I can't get my boyfriend to stop smoking.,Negative
I am so grateful for all the blessings in my life.,Positive
I'm so glad you called me today.,Positive
I had a great day today. I got to spend time with my friends and family. I am so grateful for the people in my life.,Positive
I'm so tired of waiting for the world to show me what I really want.,Negative
I am so Positive to be alive.,Positive
I'm so overwhelmed by everything.,Negative
I've been so stressed out lately. I have a lot on my plate and it's hard to keep up with everything.,Positive
I'm tired. I hope there's something good on TV tonight.,Negative
I want to go on a group trip this summer.,Negative
"When you have a good day, you may also have a good night.",Positive
"Iâ€™m afraid to go to work, but I have to. If I donâ€™t go, I donâ€™t get paid. Nobody but you understands.",Negative
I wish I could spend more time with my children.,Positive
I'm so tired of being treated like I'm not good enough.,Negative
The pain of rejection is an eternity.,Negative
"Today was one of those days where I was just so tired. I can't seem to get enough sleep, no matter how hard I try. I'm starting to worry that something is wrong with me.",Negative
What do you want me to do today?,Positive
I've never felt so alone.,Negative
"Sorry, I did not have a good day today.",Negative
I'm so tired of hearing people talk about how they want to be in a relationship but aren't ready.,Negative
I am so grateful for the friends I have.,Positive
I'm so tired today. I don't know what's wrong with me.,Negative
Iâ€™m so freaking tired of this. The constant nagging and fighting and everything else. I just want to scream.,Negative
I just want to be Positive with the simple things. I want to feel that I am doing something worthwhile. I want to help others and make a difference in the world.,Negative
My sister is so annoying. I really hate her.,Negative
I'm so tired.,Negative
I'm a strong believer in the concept of personal power.,Negative
i started to unravel.,Negative
I wonder what I will do with myself.,Negative
I am forever grateful for the opportunity to have met such a wonderful girl.,Positive
I wonder if I am the only one who feels like this. I feel like I am just a burden in the lives of so many people. I feel like I am just a drain on their resources. I feel like I am just a waste of their time. I feel like I am just a waste of their money,Negative
I really need to get a new job and I'm just tired of putting myself through all this.,Negative
You are the love of my life and I'm so glad I met you.,Positive
Got a call from my daughter. She wants to come with me to the opera.,Negative
I'm not sure how I feel about this relationship.,Positive
"Oh, I wish I were rich.",Negative
I really wanted to cry when I found out my husband was having an affair.,Negative
I can't stop thinking about what he said to me.,Positive
I feel like Iâ€™m falling in love with you...... Iâ€™m scared to say it out loud.. Iâ€™m scared youâ€™ll say that itâ€™s not true.,Negative
I feel so unfulfilled and lost.,Negative
I'm tired of being alone.,Negative
I don't want to get into a fight with her. I'm just too tired.,Positive
I can't believe we were neighbors for so long before we got to know each other.,Negative
my fatigue is so intense.,Negative
I love my family.,Positive
you are beautiful,Positive
"I'm so scared. I can't believe I said that to my father, but I did. I'm sorry. I'm sorry I did. I'm sorry I can't stop thinking about it. I can't stop thinking about it. I can't stop thinking about it",Negative
I've been thinking a lot about what I want to do with my life.,Positive
I feel so tired. I want to go to bed now.,Negative
The best part of it all was that I didn't have to get up early or rush to work.,Positive
I had a few drinks last night with my friend Sally. We went out to a bar and had a few drinks before heading home. It was a nice night out.,Negative
I feel like I am living in a dream sometimes. My life is so different from what it used to be. I have a loving husband and two beautiful children. I am so grateful for everything that I have.,Positive
"I'm going to be super productive today, it's the first day of the week!",Positive
I wonder what it would be like if I could have a normal life like other people.,Negative
I'm so tired of all this.,Negative
"I'm so glad that you got me this journal, I've never been more grateful for a gift.",Positive
"""I'm glad I didn't stay in that relationship longer than I did. It was toxic and I'm so much happier now.""",Positive
I'm so thankful for all the people in my life who have helped me get to where I am today.,Positive
I'm so glad you're my best friend. You make me feel so loved and understood. Thank you for always being there for me.,Positive
I'm having a hard time concentrating today. I think the lack of sleep is taking its toll on me.,Negative
It's been a rough day but at least Dave is having a good time with his friends.,Positive
"Evening, all. It's been a great day! I went to the park with my friends and we had a lot of fun. The weather was perfect and it was so nice to be out in the sun. I'm so glad we decided to go. It was so nice to be out in nature",Positive
My therapist told me that I am very strong and that I am doing a good job. She told me that I have a good attitude and that I am brave.,Positive
I'm so glad I got this job.,Positive
I'm not sure why I'm so attracted to you. You're not very attractive.,Negative
I am so excited about this new project. I can't wait to get started!,Positive
Today was so rough. My boss yelled at me again. I have no idea what I did wrong. I just want to curl up in bed and cry.,Negative
I'm trying to figure out how to be a good person. I just don't know how to do it,Negative
I wish I was more patient,Negative
"I'm so mad at the world right now, and I don't even know why.",Negative
"I was so nervous and excited when I got asked to the dance, I almost didn't know what to do with myself.",Positive
"I still feel like I have a long way to go, but I'm getting there.",Positive
I don't even know if I like you.,Positive
Iâ€™m having the time of my life!,Positive
I'm so overwhelmed with everything right now. I just want to escape.,Negative
"I'm not sure where I am going, but I'm on my way.",Negative
I can't even remember the last time I saw him.,Negative
I'm so glad I'm having this experience!,Positive
My husband is a good man.,Positive
I don't want to be a part of this anymore.,Negative
I am so relieved that I finally got that promotion at work. I have been working so hard for it and now all of my hard work has paid off. I am so Positive and proud of myself.,Positive
"I don't want to fight anymore, I don't want to argue anymore, I don't want to be angry anymore. I don't want to feel this way anymore.",Negative
I can't believe that I made it through that awful experience.,Negative
I think I love him.,Positive
I'm just not sure what to do with myself anymore. It's like I'm not even me anymore. It's like I'm just going through the motions.,Negative
I need a break from him.,Negative
I'm just so frustrated with life right now. I feel like I have no direction and no purpose. I'm just going through the motions and it's not getting me anywhere. I need to figure out what I want to do with my life and then go for it. I can't just,Negative
The truth is I've been waiting for you.,Positive
I feel so much better today. My head feels clear and I feel light.,Positive
"My mother said that she never wanted to have children and that her life would have been happier if she had never had children. Now, she is getting older and I am the only one who visits her regularly.",Negative
I wish I could be a stay-at-home mom. I wish I could be a stay-at-home mom. I wish I could be a stay-at-home mom.,Negative
I'm so tired of being alone.,Negative
"The coffee shop was full of people chatting away, but it was like I was floating on a cloud.",Positive
I'm still not used to the idea that the man I love has a family. It's not that I'm jealous or anything. I don't even mind that he has a wife and two kids. It's just that I feel like I'm the only one who knows about his secret,Negative
My heart is full of joy today. I feel like everything is going my way.,Positive
"I don't know how he does it, but he always makes me feel special.",Positive
"I feel like I've been on an emotional rollercoaster today. I had a great day at work, but when I got home, I started feeling really Negative and lonely. I just want someone to talk to and be there for me. I know I'm not the only one who feels this way",Negative
I cannot wait for this day to be over.,Negative
I am not going to be a victim of a catastrophe. I am going to be the one who survives it.,Positive
I'm so Positive that my friend is coming over for dinner tonight. We're going to have a great time and catch up on all of the latest gossip. I can't wait!,Positive
"Dear Diary,",Negative
I can't believe I'm actually here. This is the most amazing thing I've ever done. I'm so glad I came.,Positive
I can't believe how much I've changed in the last year.,Positive
i'm so mad at the world,Positive
"I have so many art supplies that I don't know what to do with. I think I'm going to buy some extra canvases and frames so that I can start making some of my own art. I know it's going to be a lot of work, but I'm willing to put",Positive
I can't believe I'm actually having lunch with my ex. It's been a while since we've spoken.,Positive
I found the perfect lace dress. Itâ€™s a beautiful colour and itâ€™s on sale.,Positive
"The other day, I was walking down the street, and I spotted something beautiful in a store window that really caught my eye.",Positive
I'm just so grateful for all of the love and support I've received from my friends and family. It means the world to me.,Positive
"I'm so glad that I don't have to work in the garden anymore.  I'm tired of the dirt and the bugs, and it's just too hot out there.  I'm going to have to find some way to get someone to do it for me.",Positive
Sometimes I wish I had a twin because I get so lonely and bored.,Negative
I'm getting tired of being a single mom and I'm wondering what I'm going to do with my life.,Negative
"I love going to the movies, but I hate the cost of the tickets.",Negative
I often dreamed of being a professional author.,Negative
I am so thankful for all the people in my life.,Positive
"I've been feeling really down lately. I'm not sure what's going on, but I've been feeling really Negative and alone. I just want to be Positive again.",Negative
Today was a good day. I'm feeling Positive and excited about the future.,Positive
It's been a long day today.,Negative
I've been thinking about what you said and I'm starting to agree with you. I think it would be best if we ended things.,Positive
I was so Positive today to learn that my grandmother is coming for a visit.,Positive
"I am going to the grocery store, and I want to get some food.",Negative
"The more I think about it, the less sense it makes.",Negative
I'm so tired of being tired.,Negative
The snow had started to fall and created a beautiful scene. I love this time of year.,Positive
I'm not the same person I was before.,Positive
I'm so Positive that you are my friend.,Positive
"I am so grateful for my family and friends. They have always been there for me, through thick and thin. I love them all so much.",Positive
I started journaling each day in 2021-2023.,Positive
Hope I can find my own kind of happiness soon.,Negative
"I'm not sure how I feel about this new guy I'm dating. On the one hand, he seems really interesting and fun to be around. But on the other hand, I'm not totally sure if he's the right guy for me.",Positive
I'm so tired of trying to be perfect.,Negative
I'm so tired. I just want to sleep for a week.,Negative
"I need to learn how to say no, so I don't end up overcommitted and stressed.",Positive
I'm really struggling with this one. It seems like it's a really difficult problem to solve.,Negative
I really need to work on my appearance.,Negative
He was the soul of courtesy and care.,Positive
"I've always had a Positive outlook on life, but lately I'm finding it difficult to keep my spirits up. I don't know what's going on, but I'm just not feeling like myself. I'm hoping that it's just a temporary thing and that things will start",Negative
I am so excited about my new job.,Positive
I'm having a hard time focusing today.,Positive
I'm not sure what to do.,Negative
I've been really busy lately,Positive
I think I'm falling in love.,Positive
I am seriously considering the idea of quitting my job.,Negative
I'm going to just stay at home today.,Negative
I had a rough day at work today. My boss was so rude and unprofessional. I just can't seem to catch a break around here.,Negative
I am so tired of feeling tired all the time.,Negative
I am so in love with you and I don't know what to do about it.,Negative
I love my new house and my new husband.,Positive
May I just say that I've had a wonderful day.,Positive
"I'm a little bit freaked out by how much my body has changed over the past few weeks. I'm still not sure if I'm ready to have a baby, but I guess I'll find out soon enough.",Negative
I wish I could be more patient with myself.,Negative
Sometimes I feel like I'm not good enough,Negative
I am so frustrated with this relationship. I have no idea what I am doing wrong.,Negative
I am not the person I used to be. I am a shadow of my former self.,Negative
I'm so tired.,Negative
I'm so tired.,Negative
I am starting to feel like I have been through a lot in my life.,Negative
I am so Positive that I gave you a chance.,Positive
I'm so tired of being a doormat. I'm so tired of being a doormat.,Negative
I'm really looking forward to having a baby. It's such a special time in a woman's life.,Positive
I think that I may be in love.,Positive
I'm so glad I decided to go to the gym today. I feel so much better after my workout.,Positive
I miss you so much. I wish I could be with you right now.,Positive
I'm not sure how much longer I can take this. I feel like I'm going crazy and no one understands me.,Negative
thats why i will always love you,Negative
I wish I could be more open and honest with my feelings.,Negative
Iâ€™m finally going to do something Iâ€™ve been thinking about for a long time. Iâ€™m going to get my hair cut tomorrow.,Positive
I'm so Positive that I have you in my life! You're the best friend anyone could ask for.,Positive
I am not sure if I will ever find my soulmate.,Negative
I'm excited about my new job!,Positive
I think I might be in love with you.,Positive
It's so cold here. I want to go home.,Negative
Hate is not the opposite of love... it's the absence of it.,Positive
I am so grateful for my husband.,Positive
I'm so thankful that I had the opportunity to visit the beach today. It was so relaxing and peaceful. I feel so refreshed and Positive.,Positive
"She had been a good girl all her life, but today was a day that she had to break the rules.",Positive
I still haven't gotten my period.,Negative
Iâ€™m finally getting the hang of this whole baking thing. My blueberry muffins came out so nice!,Positive
I think i might be in love with you,Negative
I feel so alone.,Negative
I'm so tired.,Negative
I am so excited to share my new hobby with you! I have been working on my sewing skills and I think I am finally starting to get the hang of it. I am hoping to make some cute clothes for myself soon.,Positive
I am praying so hard that this will be successful.,Positive
"I just feel like everything is going wrong. I can't seem to catch a break. I'm just trying to get through this day, but it's not happening. I'm so tired of everything.",Negative
I had a dream that I was walking through a beautiful garden with my husband. He was holding my hand and we were talking about our future together. It was a very Positive dream.,Positive
"I've been thinking a lot about the future. I feel like I'm at a crossroads, and I'm not sure which path to take. On the one hand, I've always dreamed of traveling the world and seeing new places. On the other hand, I have a steady job",Negative
I couldn't believe he was able to break up with me so easily. I'm so angry with him.,Negative
I am not sure what I want to do with my life. It's not even clear to me what my dreams are anymore. I feel like I am just going through the motions and don't have any real goals or ambitions.,Negative
I'm so tired of being alone. I want someone to love and cherish me.,Negative
"I am so glad that we are finally pregnant! I have been feeling a little nauseous today, but I think it's just because of the pregnancy hormones. I can't wait to find out if it's a boy or a girl!",Positive
Iâ€™m so glad that I told the truth about you and your affair. Iâ€™m so glad that I didnâ€™t lie and say that I didnâ€™t know. Iâ€™m so glad that I told the truth and I gave it a second chance. Iâ€™m so glad that Iâ€™m not,Negative
I think she is quite attractive.,Positive
The first place Iâ€™ve ever been to is my bedroom.,Negative
I'm pretty sure that's why I hate my period so much.,Negative
I love my job but I hate going to work every day.,Negative
"My dear friend,",Negative
I can't help but feel like I'm not good enough.,Negative
"I\'m not sure how I feel about this new guy. He\'s really sweet, but I\'m not sure if he\'s the right one for me.",Negative
I think I'm going to get married to my boyfriend. We've been dating for a year and a half and I can't imagine my life without him. He's my best friend and I love him so much.,Positive
I found the love of my life and I am so Positive.,Positive
I miss you so much.,Positive
I'm so stressed out right now.,Negative
The weather has been so nice for so long.,Positive
I'm feeling so anxious and overwhelmed today. I'm not sure what to do with myself and I just feel like I'm going to explode. I need to find some way to calm down and get my thoughts together.,Negative
I think I love him. I think he is the one. I am just so Positive. I hope he feels the same.,Positive
Today I went to the mall and did some shopping. I bought a new dress and some new shoes. I'm so excited to wear them!,Positive
I feel like I'm drowning in a sea of emotions and I don't know how to swim.,Negative
I'm not sure if I can go through with this.,Negative
I'm so thankful for my friends. They are always there for me when I need them.,Positive
I am struggling to find a job that matches my qualifications. I feel like I am never going to find a job that I am truly Positive with.,Negative
"I'm worried that my husband doesn't love me anymore. He's been acting distant and cold towards me lately, and I'm not sure what to do. I feel like I'm losing him and it's breaking my heart.",Negative
I'm so over him.,Negative
I am beginning to feel as if I am being watched.,Negative
This is the happiest day of my life!,Positive
"I'm so grateful for all the things I have in my life. I have a wonderful husband, two beautiful children, and a loving family. Life is good.",Positive
I don't know what I would do without you. You are my everything. I love you so much.,Positive
I'm so tired today. I don't know why I feel so tired all the time. Maybe it's because I'm not getting enough sleep. I need to make sure I get at least 7 hours of sleep each night. I think that might help me feel more energized.,Negative
I need to tell him that I love him and that I want to be with him forever.,Positive
I just want to fill the time until he returns.,Negative
I'm so tired of being alone.,Negative
"I cannot wait to go back to school, I need to see my friends so bad.",Negative
I am so stressed about my job interview tomorrow. I hope I will get the job.,Positive
"I'm not good at much, but I'm great at calling bullshit.",Negative
I'm so tired of being alone. I just want to be loved.,Negative
He never does anything right,Negative
"i don't think i've ever told you this, but i'm not a christian.",Positive
Blah!,Positive
I can't believe that I have to put up with this.,Negative
I am so glad that I have a place to share my thoughts and feelings.,Positive
I am so tired of being single. I just want to find someone to love and share my life with.,Negative
It was a nice day today.,Positive
I have a theory that the best time to go shopping is the day before payday.,Negative
"Everything is just so overwhelming. I don't know how to handle this. I'm worried about my health, I'm worried about money, I'm worried about my job, and I'm worried about my family.",Negative
I went to the grocery store today and picked up a few things. I think I'll make a pot roast for dinner.,Positive
I am so Positive that we have finally decided to get married. This is the happiest decision I have ever made.,Positive
I'm so grateful to have you in my life. You're the best,Positive
"I felt the warm sun on my face, and it felt so good.",Positive
"The more I think about it, the more I feel that it is the truth.",Positive
I'm feeling so blessed today.,Positive
"I can't explain it, but I feel like I'm in a constant state of anxiety and stress.",Negative
"I'm sorry, I can't meet you. It's not that I don't want to, it's just that I don't know what to say. I'm sorry, I'm just not ready.",Negative
I'm so ready for summer.,Positive
I'm so Positive that I'm finally getting the help I need.,Positive
I'm not sure how to go on.,Negative
"I am so tired, I really want to leave this place and see new things.",Negative
I'm so Positive that my husband welcomed me with open arms. It's a beautiful feeling to know that I have a support system in him.,Positive
"Dear diary, today was an interesting day. I met a new friend at the park and we had a great conversation. I feel like I've made a new connection and I'm excited to see where this relationship goes.",Positive
I'm not writing for you. I'm writing for me.,Positive
I'm glad I never allowed that drunk to get me pregnant.,Positive
My skin is glowing and my hair is finally back to normal.,Positive
I'm so tired and stressed out at the moment.,Negative
I feel like I was so stupid to think that you were going to be the one.,Negative
Sometimes I wonder if I'll ever be content with who I am.,Negative
I need to get the hell out of here.,Negative
I think I spent too much time thinking about him and what he said.,Negative
"I was so Positive to be alive, even if it wasn't the life I wanted.",Negative
i hope that they find a way to save the world,Positive
Time for bed.,Positive
I can't wait to finish my degree.,Positive
I'm tired and overwhelmed.,Negative
The flowers were beautiful.,Positive
I don't know if I should go. I've been so unPositive lately.,Negative
"I don't even have the energy to do anything, and I'm fighting to stay awake.",Negative
I'm ready to see what the future holds for me.,Positive
I can't believe I'm finally moving out of my parents' house. I'm so excited to start my new life in the city.,Positive
I am so Positive to be in this place.,Positive
"I can't believe you're doing this to me, it's not fair!",Negative
I've had a really tough week. I'm struggling to keep my emotions in check.,Negative
I'm so tired of feeling like I don't have enough time to do everything.,Negative
"I've always been a bit of a homebody, but lately I've been feeling really restless. I can't seem to focus on anything and I'm constantly thinking about the future. I don't know what's wrong with me, but I feel like I'm just going through",Negative
I'm so angry. I can't believe what just happened.,Negative
"I was a bit disappointed that my boyfriend didn't take me out this weekend, but I'm not going to let it ruin my mood. I'm going to focus on something Positive today and celebrate the little things.",Positive
I am so lucky to have a husband who loves me and understands me. I can't imagine being with anyone else.,Positive
You are my sunshine...,Negative
I'm so confused right now.,Negative
I'm so tired today.,Negative
I just wish I could get everything organized.,Negative
I've been thinking a lot about what I can do to be a better person.,Positive
I feel like I'm losing my mind.,Negative
"If I canâ€™t go back in time and relive my college days, then Iâ€™ll just make my own college memories.",Positive
I'm not so sure why I'm so upset. I should be Positive.,Positive
You are a loner. You have a tendency to use your imagination in a way that makes it difficult for you to be comfortable in social situations.,Negative
"I'm not sure if I'm ready to do this. I mean, it's been so long since I've been with anyone and I don't know how this will go.",Negative
"I wish I could go back to those days, before I was so jaded. I wish I could go back to that time, before I realized that everything is meaningless. I wish I could go back to that time, before I realized that life is just a series of disappointments. I wish I could go",Negative
I am in a bit of a funk. I am not sure why I feel so Negative. I think I am just tired of the same old routine. I need a break from my life.,Negative
I feel like I can't get through to my husband.,Negative
You're so special to me and I love you so much that I can't even begin to describe it.,Positive
I'm so excited about the new job!,Positive
Today I spent the whole day with my family. It was so nice to be around them and to just relax. I can't believe how fast time is flying by. My wedding is only a few weeks away! I'm so excited!,Positive
I am so Positive. Some of my friends and I are going to the beach tomorrow!,Positive
I feel like my life is going in the right direction. I'm Positive with where I am and I'm looking forward to the future.,Positive
"I'm still not quite sure why I have to keep doing all this. I mean I know it's all part of the plan, but I'm so tired of it. I just want to be done.",Negative
I went to see a movie with my friends tonight. It was so much fun!,Positive
I can't believe I'm actually doing this. I'm leaving him.,Negative
I'm having a hard time getting motivated.,Negative
I need some help. I am not sure what to do.,Negative
I'm so angry at myself for being so naive.,Negative
I'm so tired. I've been up all night studying for my exams. I'm really nervous about it.,Negative
I'm so Positive that I'm with you.,Positive
Iâ€™m not sure what to do with my life. Iâ€™m just going through the motions and donâ€™t feel like Iâ€™m really living. I feel like Iâ€™m just existing.,Negative
I worked late tonight.,Positive
I can't wait to see my little girl when I go home from work!,Positive
I'm so lost and confused with what kind of man I need to be with. I'm glad I have you in my life.,Positive
I'm so nervous about the job interview tomorrow. I hope I make a good impression.,Positive
I had an amazing day with my friends today. We went shopping and had lunch at our favorite restaurant. It was such a great day!,Positive
There is no problem that can't be solved with a little bit of time.,Positive
I'm feeling so Positive that I'm pregnant. I'm sure I'll be a great mom.,Positive
Did I ever tell you about that time I was on the radio?,Positive
"I can't believe it's already Saturday.  I've had such a busy week, but I'm looking forward to a nice quiet weekend.  I'm going to do some shopping and then get together with some friends.  It's going to be a great weekend!",Positive
I had a weird dream last night about you.,Negative
I am trying to do better.,Positive
James and I have been married for 21 years. I love him so much.,Positive
I'm so Positive I met you.,Positive
I'm so glad we are going to be seeing you tomorrow!,Positive
"I'm so proud of myself for finally getting my finances in order. It's been a long journey, but I'm starting to see the light at the end of the tunnel. I'm feeling more confident and in control of my life than ever before. I can't believe how much progress",Positive
You are a great mother and I am a lucky daughter.,Positive
"What a world of difference a day makes, and here we are in May.",Positive
The rest of the family went to the beach and I was left behind to go to work. I wish it could have been otherwise.,Negative
I am so excited to see my friend today! We haven't seen each other in ages and I am so looking forward to catching up. We are going to have so much fun together!,Positive
I am so in love with you.,Positive
I can't believe I'm actually doing this. I'm taking a trip to Europe. I don't know why I've been talking myself out of it for so long. I'm going to have so much fun.,Positive
"Today I had to talk to my boss about the new project. I was nervous, but she was very understanding. I'm feeling much better now.",Positive
I'm so Positive to be alive today!,Positive
I have a beautiful life.,Positive
Iâ€™m in love with you but I just donâ€™t know what to do. Iâ€™ve never been happier but I feel like Iâ€™m in a relationship with someone who doesnâ€™t love me the way I love him. Iâ€™m so confused. I donâ€™t know what to do.,Positive
I have so many things to do today.,Negative
I've been trying to keep myself busy but it's hard.,Negative
I'm so excited to start my new job tomorrow!,Positive
It is so hard to make a decision.,Negative
"I know that I am loved and cared for, but I don't know why I can't seem to let myself feel loved.",Negative
i can't believe we're still together after all these years.,Positive
I can't believe I feel like this. I'm so angry and I don't know why. It's like I can't control myself. I just want to yell and scream and hit something. I feel like I'm going to explode.,Negative
I've been spending more time with my friends and it's been really great. We usually get together on the weekends and just hang out. It's nice to have some time to relax and catch up.,Positive
I'm so glad to have found a friend like you.,Positive
"I have so much to do today, I'm not sure how I'm going to get it all done.",Negative
"I work for a major oil company in the gas and oil industry.  I am a simple, unassuming person.  I'm from a small town and have been working in this industry for many years.  I have a good education and have a lot of experience.  I'm a great person",Positive
I really wish that I had a boyfriend.,Negative
I'm not sure I'm okay.,Negative
I'm starting to feel like my life is never going to change.,Negative
I wonder if I'll ever change.,Negative
I've had a lot of things to worry about these past few weeks.,Negative
I'm so glad you came to my rescue today. It was so nice to see you again.,Positive
"Peter, Emily, and I are sitting by the fire.",Negative
I've never been so nervous in my life!,Negative
"When you have nothing, you have nothing to lose.",Positive
I think I'm going to go out with Carl tonight.  I really like him!,Positive
"If I have the capacity to love someone, then I will always love them, no matter what.",Positive
I'm so tempted to buy a bunch of stuff on Amazon.,Positive
Hopefully my daughter will grow up to be a strong confident woman.,Positive
"I know I can be a bit of a hot mess at times, but I try to be as Positive as I can, and I'm pretty good at it.",Positive
I'm so tired of this!,Negative
I feel like a ghost.,Negative
